REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,Total - Households by household size,Other census family households,3.1.10,65,,60,,151000,,133000,,139000,,120000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,Total - Households by household size,Non-census family households,3.1.11,125,,110,,50800,,42800,,46800,,39200,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Total – Household type including census family structure,3.2.1,100,,95,,43600,,42000,,39200,,36800,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Census-family households,3.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Households consisting of only one census family without additional persons,3.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,"One couple, with or without children in their census family",3.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Without children,3.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,With children,3.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,One one-parent census family,3.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,With a parent that is a man+,3.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,With a parent that is a woman+,3.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Other census family households,3.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,1 person,Non-census family households,3.2.11,100,,95,,43600,,42000,,39200,,36800,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Total – Household type including census family structure,3.3.1,325,,325,,105000,,83000,,93000,,74000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Census-family households,3.3.2,295,,310,,105000,,85000,,93000,,74500,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Households consisting of only one census family without additional persons,3.3.3,230,,250,,89000,,77000,,79500,,67500,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,"One couple, with or without children in their census family",3.3.4,185,,210,,97000,,80000,,86000,,71500,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Without children,3.3.5,80,,100,,73000,,69000,,69500,,62400,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,With children,3.3.6,100,,110,,119000,,98000,,105000,,85000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,One one-parent census family,3.3.7,45,,40,,62400,,58400,,61600,,54400,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,With a parent that is a man+,3.3.8,15,,15,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,With a parent that is a woman+,3.3.9,35,,30,,61600,,44000,,58400,,42400,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Other census family households,3.3.10,65,,60,,151000,,133000,,139000,,120000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 or more persons,Non-census family households,3.3.11,30,,20,,99000,,,x,93000,,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Total – Household type including census family structure,3.4.1,120,,140,,72500,,64500,,66500,,58800,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Census-family households,3.4.2,110,,130,,72500,,66500,,66500,,59200,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Households consisting of only one census family without additional persons,3.4.3,110,,130,,72500,,66500,,66500,,59200,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,"One couple, with or without children in their census family",3.4.4,80,,100,,73000,,69000,,69500,,62400,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Without children,3.4.5,80,,100,,73000,,69000,,69500,,62400,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,With children,3.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,One one-parent census family,3.4.7,25,,25,,59600,,59600,,56000,,55600,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,With a parent that is a man+,3.4.8,10,,15,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,With a parent that is a woman+,3.4.9,15,,15,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Other census family households,3.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,2 persons,Non-census family households,3.4.11,15,,15,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Total – Household type including census family structure,3.5.1,70,,60,,108000,,91000,,97000,,84000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Census-family households,3.5.2,60,,60,,108000,,91000,,99000,,84000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Households consisting of only one census family without additional persons,3.5.3,50,,55,,108000,,85000,,96000,,76000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,"One couple, with or without children in their census family",3.5.4,35,,45,,118000,,101000,,108000,,89000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Without children,3.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,With children,3.5.6,35,,45,,118000,,101000,,108000,,89000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,One one-parent census family,3.5.7,15,,10,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,With a parent that is a man+,3.5.8,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,With a parent that is a woman+,3.5.9,10,,10,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Other census family households,3.5.10,10,,10,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,3 persons,Non-census family households,3.5.11,10,,0,,,x,0,...,,x,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Total – Household type including census family structure,3.6.1,60,,65,,114000,,99000,,104000,,85000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Census-family households,3.6.2,60,,65,,110000,,99000,,102000,,84000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Households consisting of only one census family without additional persons,3.6.3,45,,50,,106000,,94000,,97000,,82000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,"One couple, with or without children in their census family",3.6.4,45,,50,,107000,,94000,,99000,,83000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Without children,3.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,With children,3.6.6,45,,50,,107000,,94000,,99000,,83000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,One one-parent census family,3.6.7,0,,0,,,x,0,...,,x,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,With a parent that is a man+,3.6.8,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,With a parent that is a woman+,3.6.9,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Other census family households,3.6.10,15,,15,,,x,,x,,x,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,4 persons,Non-census family households,3.6.11,5,,0,,,x,0,...,,x,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Total – Household type including census family structure,3.7.1,70,,55,,160000,,129000,,143000,,116000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Census-family households,3.7.2,70,,55,,160000,,129000,,143000,,116000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Households consisting of only one census family without additional persons,3.7.3,30,,15,,133000,,,x,121000,,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,"One couple, with or without children in their census family",3.7.4,25,,20,,144000,,,x,126000,,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Without children,3.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,With children,3.7.6,25,,20,,144000,,,x,126000,,,x
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,One one-parent census family,3.7.7,0,,0,,,x,0,...,,x,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,With a parent that is a man+,3.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,With a parent that is a woman+,3.7.9,0,,0,,,x,0,...,,x,0,...
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Other census family households,3.7.10,40,,40,,170000,,142000,,148000,,129000,
2021,0002.00 - Abbotsford - Mission,2021S05079320002.00,5 or more persons,Non-census family households,3.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Total – Household type including census family structure,4.1.1,2645,,2490,,77000,,66500,,70500,,59200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Census-family households,4.1.2,1775,,1690,,100000,,84000,,90000,,75500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Households consisting of only one census family without additional persons,4.1.3,1270,,1300,,87000,,76500,,79000,,68000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,"One couple, with or without children in their census family",4.1.4,1050,,1075,,94000,,81000,,84000,,72500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Without children,4.1.5,465,,495,,76000,,70500,,68500,,62400,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,With children,4.1.6,590,,580,,105000,,94000,,93000,,83000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,One one-parent census family,4.1.7,220,,225,,58400,,47600,,55600,,44000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,With a parent that is a man+,4.1.8,55,,35,,72000,,68000,,65500,,57600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,With a parent that is a woman+,4.1.9,170,,190,,57200,,41600,,53600,,39200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Other census family households,4.1.10,510,,395,,146000,,116000,,133000,,106000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,Total - Households by household size,Non-census family households,4.1.11,865,,795,,42400,,33200,,39200,,30600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Total – Household type including census family structure,4.2.1,685,,670,,36400,,30600,,33200,,28200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Census-family households,4.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Households consisting of only one census family without additional persons,4.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,"One couple, with or without children in their census family",4.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Without children,4.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,With children,4.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,One one-parent census family,4.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,With a parent that is a man+,4.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,With a parent that is a woman+,4.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Other census family households,4.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,1 person,Non-census family households,4.2.11,685,,670,,36400,,30600,,33200,,28200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Total – Household type including census family structure,4.3.1,1955,,1825,,97000,,82000,,88000,,73500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Census-family households,4.3.2,1775,,1690,,100000,,84000,,90000,,75500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Households consisting of only one census family without additional persons,4.3.3,1270,,1300,,87000,,76500,,79000,,68000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,"One couple, with or without children in their census family",4.3.4,1050,,1075,,94000,,81000,,84000,,72500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Without children,4.3.5,465,,495,,76000,,70500,,68500,,62400,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,With children,4.3.6,590,,580,,105000,,94000,,93000,,83000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,One one-parent census family,4.3.7,220,,225,,58400,,47600,,55600,,44000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,With a parent that is a man+,4.3.8,55,,35,,72000,,68000,,65500,,57600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,With a parent that is a woman+,4.3.9,170,,190,,57200,,41600,,53600,,39200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Other census family households,4.3.10,510,,395,,146000,,116000,,133000,,106000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 or more persons,Non-census family households,4.3.11,180,,130,,74500,,60800,,68500,,55600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Total – Household type including census family structure,4.4.1,725,,705,,70500,,62400,,65000,,56000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Census-family households,4.4.2,595,,615,,71500,,64500,,65500,,57600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Households consisting of only one census family without additional persons,4.4.3,595,,615,,71500,,64500,,65500,,57600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,"One couple, with or without children in their census family",4.4.4,465,,495,,76000,,70500,,68500,,62400,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Without children,4.4.5,465,,495,,76000,,70500,,68500,,62400,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,With children,4.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,One one-parent census family,4.4.7,130,,120,,58400,,47200,,53600,,43200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,With a parent that is a man+,4.4.8,40,,20,,68500,,59200,,59600,,53600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,With a parent that is a woman+,4.4.9,90,,100,,57600,,41600,,52800,,39200,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Other census family households,4.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,2 persons,Non-census family households,4.4.11,125,,95,,69000,,57200,,63200,,52800,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Total – Household type including census family structure,4.5.1,380,,375,,86000,,79500,,80000,,70500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Census-family households,4.5.2,345,,350,,84000,,79000,,78500,,69000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Households consisting of only one census family without additional persons,4.5.3,275,,290,,82000,,78000,,75500,,68500,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,"One couple, with or without children in their census family",4.5.4,205,,220,,87000,,81000,,80000,,73000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Without children,4.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,With children,4.5.6,205,,220,,87000,,81000,,80000,,73000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,One one-parent census family,4.5.7,65,,70,,58800,,49200,,56400,,44800,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,With a parent that is a man+,4.5.8,15,,10,,,x,,x,,x,,x
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,With a parent that is a woman+,4.5.9,50,,60,,58400,,43200,,56000,,41600,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Other census family households,4.5.10,70,,60,,95000,,84000,,86000,,77000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,3 persons,Non-census family households,4.5.11,35,,25,,112000,,94000,,104000,,85000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,Total – Household type including census family structure,4.6.1,355,,335,,112000,,95000,,99000,,85000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,Census-family households,4.6.2,345,,330,,113000,,95000,,99000,,85000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,Households consisting of only one census family without additional persons,4.6.3,275,,270,,112000,,92000,,97000,,82000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,"One couple, with or without children in their census family",4.6.4,260,,245,,115000,,99000,,102000,,86000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,Without children,4.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,With children,4.6.6,260,,245,,115000,,99000,,102000,,86000,
2021,0003.00 - Abbotsford - Mission,2021S05079320003.00,4 persons,One one-parent census family,4.6.7,15,,25,,,x,51200,,,x,50000,
